claim,evidence,label
Nepal borders France.,"Nepal does not border Bangladesh , which is located within only 27 km -LRB- 17 mi -RRB- of its southeastern tip . Bangladesh Bangladesh Kathmandu is the nation 's capital and largest city . Kathmandu Kathmandu",REFUTES
Gone with the Wind is a novel and has been criticized.,,NEI
This Sporting Life was directed by a director who came into the world in 1923.,"He was also nominated for an Oscar for Best Actor in a Leading Role . Oscar Academy Awards Best Actor in a Leading Role Academy Award for Best Actor Lindsay Gordon Anderson -LRB- 17 April 1923 -- 30 August 1994 -RRB- was a British feature film , theatre and documentary director , film critic , and leading light of the Free Cinema movement and the British New Wave . feature film feature film theatre theatre documentary Documentary film director film director film critic film critic Free Cinema Free Cinema British New Wave British New Wave",SUPPORTS
Chris Brown appeared on live television.,,NEI
Enough Project facilitates campaigns.,"The Enough Project facilitates several campaigns and initiatives which work to bring attention to these crises , including The Sentry , Raise Hope for Congo , and the Satellite Sentinel Project . Satellite Sentinel Project Satellite Sentinel Project",SUPPORTS
Star Wars: The Force Awakens follows Kylo Ren and Han Solo.,,NEI
Amanda Peet was incapable of being in the movie Something's Got ta Give.,,REFUTES
Drop Dead Gorgeous follows the contestants in the Sarah Rose Cosmetics Mount Rose American Teen Princess Pageant.,"Shot in a mockumentary format , it follows the contestants in a beauty pageant called the Sarah Rose Cosmetics Mount Rose American Teen Princess Pageant , held in the small fictional town of Mount Rose , Minnesota , in which various contestants die in suspicious ways . mockumentary mockumentary beauty pageant beauty pageant Minnesota Minnesota",SUPPORTS
Paul Simon was inducted into the Rock and Roll Hall of Fame in 2007.,"In 1986 , Simon was awarded an Honorary Doctor of Music degree from Berklee College of Music , where he currently serves on the Board of Trustees . Berklee College of Music Berklee College of Music",REFUTES
GoldenEye is part of the Harry Potter series.,,NEI
Ellyse Perry played the forward in soccer at the age of 16.,,NEI
John Prendergast founded Enough Project.,Its co-founders are John Prendergast and Gayle Smith . Gayle Smith Gayle Smith John Prendergast John Prendergast (activist),SUPPORTS
Psychological solutions link to research and perspectives from philosophy.,"Many do scientific research on a wide range of topics related to mental processes and behavior , and typically work in university psychology departments or teach in other academic settings -LRB- e.g. , medical schools , hospitals -RRB- . behavior behavior",SUPPORTS
A Monster Calls is based on the horror novel of the same name.,"A Monster Calls is a 2016 dark fantasy drama film directed by J. A. Bayona and written by Patrick Ness , based on his novel of the same name . J. A. Bayona J. A. Bayona Patrick Ness Patrick Ness A Monster Calls A Monster Calls dark fantasy dark fantasy drama Drama (modern genre) novel of the same name A Monster Calls A Monster Calls is a low fantasy novel written for children by Patrick Ness , from an original idea by Siobhan Dowd , illustrated by Jim Kay , and published by Walker in 2011 . Patrick Ness Patrick Ness fantasy fantasy low fantasy low fantasy Siobhan Dowd Siobhan Dowd 2011 2011 in literature",REFUTES
Spider-Man has been portrayed by five British film actors.,,NEI
The Strain is a series.,"The Strain is an American horror drama television series that premiered on FX on July 13 , 2014 . horror horror fiction The Strain The Strain FX FX (TV channel) drama drama",SUPPORTS
George W. Bush's older brother is Jeb Bush.,"The September 11 terrorist attacks occurred eight months into Bush 's first term as president . September 11 terrorist attacks September 11 attacks His paternal grandfather , Prescott Bush , was a United States Senator from Connecticut . Prescott Bush Prescott Bush United States Senator United States Senator Connecticut Connecticut",REFUTES
One fictional character is the Wicked Witch of the West.,The Wicked Witch of the West is a fictional character and the most significant antagonist in L. Frank Baum 's children 's book The Wonderful Wizard of Oz -LRB- 1900 -RRB- . The Wonderful Wizard of Oz The Wonderful Wizard of Oz L. Frank Baum L. Frank Baum Wicked Wicked (musical) fictional character fictional character,SUPPORTS
Rob Lowe was a cast member of at least two political television series.,,NEI
Passengers is a song.,"Passengers is a 2016 American science fiction film directed by Morten Tyldum and written by Jon Spaihts . Morten Tyldum Morten Tyldum Jon Spaihts Jon Spaihts science fiction film science fiction film It stars Jennifer Lawrence , Chris Pratt , Michael Sheen , and Laurence Fishburne . Jennifer Lawrence Jennifer Lawrence Chris Pratt Chris Pratt Michael Sheen Michael Sheen Laurence Fishburne Laurence Fishburne The film was nominated for Best Original Score and Best Production Design at the 89th Academy Awards . Best Original Score Academy Award for Best Original Score Best Production Design Academy Award for Best Production Design 89th Academy Awards 89th Academy Awards",REFUTES
Deadpool (film) is a film.,"Deadpool is a 2016 American superhero film directed by Tim Miller and written by Rhett Reese and Paul Wernick , based on the Marvel Comics character of the same name . Tim Miller Tim Miller (director) Rhett Reese Rhett Reese Paul Wernick Paul Wernick Deadpool Deadpool superhero film superhero film Marvel Comics Marvel Comics of the same name Deadpool",SUPPORTS
The genre of pop punk was developed partly by Blink-182.,,SUPPORTS
Planet of the Apes (1968 film) had an actor that underwent rewrites.,,NEI
STS-96 launched on a quick set of plans.,,NEI
Canada has institutions and is very cultured.,,NEI
Notes on a Scandal lacks any music.,The soundtrack was composed by Philip Glass . Philip Glass Philip Glass,REFUTES
Mary-Louise Parker received a Golden Globe for Best Actress.,"In addition to her many films , Parker enjoyed great popularity for her lead role on Showtime 's television series Weeds portraying Nancy Botwin , for which she received the Golden Globe Award for Best Actress in 2006 . Showtime Showtime (TV network) Weeds Weeds (TV series) Nancy Botwin Nancy Botwin Golden Globe Award for Best Actress Golden Globe Award for Best Actress – Television Series Musical or Comedy Golden Globe Golden Globe Award for Best Supporting Actress – Series, Miniseries or Television Film Best Actress Tony Award for Best Performance by a Leading Actress in a Play",SUPPORTS
Jacinda Barrett is exclusively an American.,"Jacinda Barrett -LRB- born August 2 , 1972 -RRB- , an Australian-American actress and former model , first became known to audiences as a cast member on The Real World : London -LRB- 1995 -RRB- before appearing in films such as The Human Stain -LRB- 2003 -RRB- , Bridget Jones : The Edge of Reason -LRB- 2004 -RRB- , Ladder 49 -LRB- 2004 -RRB- , The Namesake -LRB- 2006 -RRB- , Poseidon -LRB- 2006 -RRB- , and The Last Kiss -LRB- 2006 -RRB- . Australian-American Australian-American model model (person) The Human Stain The Human Stain (film) Ladder 49 Ladder 49 The Namesake The Namesake (film) Poseidon Poseidon (film) The Last Kiss The Last Kiss (2006 film)",REFUTES
Room 93 is a creative work.,"Room 93 is the debut extended play -LRB- EP -RRB- by American singer and songwriter Halsey . Halsey Halsey (singer) extended play extended play An extended play -LRB- EP -RRB- is a musical recording that contains more tracks than a single , but is usually unqualified as an album or LP . musical recording Sound recording and reproduction single Single (music) album album LP LP record The sound of the EP is rooted on the electropop music genre . electropop electropop The project was re-released digitally on March 9 , 2015 , including a new version of `` Ghost '' , this later is also included on the singer 's debut full-length album Badlands . Badlands Badlands (Halsey album) Ghost Ghost (Halsey song) A digital remix version of the EP , featuring three remixes for the songs `` Hurricane '' , `` Ghost '' and `` Trouble '' was released on March 3 , 2015 . Ghost Ghost (Halsey song)",SUPPORTS
Approximately 200 million AK-47 belong to the Kalashnikov family.,,REFUTES
Saint Peter only appears the Bible in the Gospel according to Luke.,,REFUTES
The Great Gatsby looks at themes of social upheaval.,"Considered to be Fitzgerald 's magnum opus , The Great Gatsby explores themes of decadence , idealism , resistance to change , social upheaval , and excess , creating a portrait of the Jazz Age or the Roaring Twenties that has been described as a cautionary tale regarding the American Dream . magnum opus Masterpiece decadence decadence idealism idealism Jazz Age Jazz Age Roaring Twenties Roaring Twenties American Dream American Dream",SUPPORTS
Planet of the Apes did not come out in 1968.,,REFUTES
Michael Jordan is in the Baseball Hall of Fame.,,NEI
Kurt Angle was denied American citizenship.,"Kurt Steven Angle -LRB- born December 9 , 1968 -RRB- is an American professional wrestler , actor , and retired amateur wrestler . professional wrestler Professional wrestling amateur wrestler Amateur wrestling",REFUTES
Denmark is a Christian country.,"Today , several nations officially identify themselves as Christian states and/or have state churches , including Costa Rica , Denmark , England , Greece , Iceland , Liechtenstein , Monaco , Tonga , Tuvalu , Vatican City , and Zambia . Costa Rica Costa Rica Denmark Denmark England England Greece Greece Iceland Iceland Liechtenstein Liechtenstein Monaco Monaco Tonga Tonga Tuvalu Tuvalu Vatican City Vatican City Zambia Zambia",SUPPORTS
Warren Casey is a composer.,"Warren Casey -LRB- April 20 , 1935 -- November 8 , 1988 -RRB- was an American theatre composer , lyricist , writer , and actor . American United States theatre theatre composer composer lyricist lyricist writer writer actor actor He is best known for being the writer and composer , with Jim Jacobs , of the stage and film musical Grease . composer composer writer writer Jim Jacobs Jim Jacobs Grease Grease (musical) Grease is a 1971 musical by Jim Jacobs and Warren Casey with additional songs written by John Farrar -LRB- movie and post revivals -RRB- . Jim Jacobs Jim Jacobs Warren Casey Warren Casey John Farrar John Farrar musical Musical theatre",SUPPORTS
KFC was taken over by the R.J. Reynolds food and tobacco mirror.,,NEI
Divergent reviewers found it unoriginal.,"A sequel , Insurgent , was released on March 20 , 2015 in the United States . Insurgent The Divergent Series: Insurgent",SUPPORTS
Mike Myers had a small role in a 2009 fantasy film.,"He also directed the documentary film Supermensch : The Legend of Shep Gordon , and had a small role in Quentin Tarantino 's Inglourious Basterds in 2009 . Inglourious Basterds Inglourious Basterds Inglourious Basterds is a 2009 uchronic war film written and directed by Quentin Tarantino starring Brad Pitt , Christoph Waltz , Michael Fassbender , Eli Roth , Diane Kruger , Til Schweiger , and Mélanie Laurent . Quentin Tarantino Quentin Tarantino Brad Pitt Brad Pitt Christoph Waltz Christoph Waltz Michael Fassbender Michael Fassbender Eli Roth Eli Roth Diane Kruger Diane Kruger Til Schweiger Til Schweiger Mélanie Laurent Mélanie Laurent uchronic Uchronia war film war film",SUPPORTS
